Site,Platform,ElementType,Label,Description,ByType,By
All,All,TextField,postAd_txfCarFuelType3.0,the car fule type,xpath,"//div[contains(text(),'Combustible') or contains(text(),'Fuel')]/../..//select"
All,All,Label,postAd_txfCarFuelTypeRequired3.0,the car fule type status,xpath,"//div[contains(text(),'Combustible') or contains(text(),'Fuel')]/../div[@class='status']/span[@class='required']"
All,All,Label,postAd_txfCarFuelTypeValidTrue3.0,the car fule type status,xpath,"//div[contains(text(),'Combustible') or contains(text(),'Fuel')]/../div[@class='status']/span[@class='icon-valid-true']"
All,All,Label,postAd_txfCarFuelTypeValidFalse3.0,the car fule type status,xpath,"//div[contains(text(),'Combustible') or contains(text(),'Fuel')]/../div[@class='status']/span[@class='icon-valid-false']"
All,All,Label,postAd_lblCarColor,car color by select list,xpath,"//select[@name='CarColor']"
All,All,Label,postAd_lblCarColor3.0,the car color label,xpath,"//div[contains(text(),'Color') or contains(text(),'Colour')]"
All,All,TextField,postAd_txfCarColor3.0,the car color,xpath,"//div[contains(text(),'Color') or contains(text(),'Colour')]/../..//select"
All,All,Label,postAd_lblCarColorOptional3.0,the car color status,xpath,"//div[contains(text(),'Color')]/../div[@class='status']/span[@class='optional']"
All,All,Label,postAd_lblCarColorRequired3.0,the car color status,xpath,"//div[contains(text(),'Color') or contains(text(),'Colour')]/../div[@class='status']/span[@class='required']"
All,All,Label,postAd_lblCarColorValidTrue3.0,the car color status,xpath,"//div[contains(text(),'Color') or contains(text(),'Colour')]/../div[@class='status']/span[@class='icon-valid-true']"
All,All,Label,postAd_lblCarColorValidFalse3.0,the car color status,xpath,"//div[contains(text(),'Color') or contains(text(),'Colour')]/../div[@class='status']/span[@class='icon-valid-false']"
All,All,TextField,postAd_txfMakeModelCode,textfield for car make model code,xpath,"//input[@name='MakeModelCode']"
All,All,TextField,postAd_txfStartDate,textfield input available start date,xpath,"//div[@data-field='AvailabilityStartDate']//input[2]"
All,All,TextField,postAd_txfStartDate3.0,textfield input available start date,xpath,"//div[@class='post-ad-availability-start-date']//input[@type='text']"
All,All,Label,postAd_lblParking,parking select list,xpath,"//select[@name='Parking']"
All,All,Label,postAd_lblParking3.0,the house parking brand label,xpath,"//div[contains(text(),'Garage')]"
All,All,Label,postAd_ddParking3.0,the house parking brand label,xpath,"//div[contains(text(),'Garage')]/../..//select"
All,All,Label,postAd_lblParkingOptional3.0,the house parking brand status,xpath,"//div[contains(text(),'Garage')]/../div[@class='status']/span[@class='optional']"
All,All,Label,postAd_lblParkingValidTrue3.0,the house parking brand status,xpath,"//div[contains(text(),'Garage')]/../div[@class='status']/span[@class='icon-valid-true']"
All,All,TextField,postAd_txfParking3.0,the house parking brand,xpath,"//div[contains(text(),'Garage') or contains(text(),'Parking')]/../..//select"
All,All,TextField,postAd_txfParkingStret3.0,the house parking brand,xpath,"//div[contains(text(),'Garage') or contains(text(),'Parking')]/../..//select/option[@value='stret']"
All,All,Label,postAd_lblMotorcyclesMakeError,the validation error of motorcycles make select,xpath,"//select[@name='MotorcyclesMake' and @class='edit-ad-select-box validation-error']"
All,All,Label,postAd_lblMotorcyclesModelError,the validation error of motorcycles model select,xpath,"//select[@name='MotorcyclesModel' and @class='edit-ad-select-box validation-error']"
All,All,Label,postAd_lblPetDateOfBirthError,the validation error of date of pet birth error,xpath,"//div[@data-field='BirthDate']//input[contains(@class,'validation-error')]"
All,All,Label,postAd_lblWebsiteURLError,the validation error of website url error,xpath,"//input[@name='WebSiteUrl' and contains(@class,'validation-error')]"
All,All,Label,postAd_lblWebsiteURLError3.0,the validation error of website url error,xpath,"//div[@class='websiteurl-label']//span[@class='icon-valid-false']"
All,landscape,Label,postAd_lbluploadPhoto1,the first upload photo,xpath,"//div[@id='photo-1']"
All,landscape,Label,postAd_lbluploadPhoto2,the second upload photo,xpath,"//div[@id='photo-2']"
All,All,TextField,postAd_txfHouseSquare,the textfield of house square,xpath,"//div[@data-field='AreaInMeters']//input[@inputmode='numeric']"
All,All,Label,postAd_lblHouseSquare3.0,the house square brand label,xpath,"//div[contains(text(),'Superficie') or contains(text(),'Size')]"
All,All,Label,postAd_lblHouseSquareOptional3.0,the house square brand status,xpath,"//div[contains(text(),'Superficie') or contains(text(),'Size')]/../div[@class='status']/span[@class='optional']"
All,All,Label,postAd_lblHouseSquareValidTrue3.0,the house square brand status,xpath,"//div[contains(text(),'Superficie') or contains(text(),'Size')]/../div[@class='status']/span[@class='icon-valid-true']"
All,All,Label,postAd_lblHouseSquareValidFalse3.0,the house square brand status,xpath,"//div[contains(text(),'Superficie') or contains(text(),'Size')]/../div[@class='status']/span[@class='icon-valid-false']"
All,All,TextField,postAd_txfHouseSquare3.0,the house square brand,xpath,"//div[contains(text(),'Superficie') or contains(text(),'Size')]/../..//input"
All,landscape,Button,postAd_btnCurrentLocation,the button of use current location,xpath,"//div[@class='search-location']//button[contains(@class,'setCurrentLocationButton')]"
All,portrait,Button,postAd_btnCurrentLocation,the button of use current location,xpath,"//div[@class=' wrapper-location']//button[contains(@class,'setCurrentLocationButton')]"
All,All,TextField,postAd_txfLocationError,the error message in the location field,xpath,"//input[@class='textbox modalState error']"
All,All,TextField,postAd_txfLocationAutoError,the location field in map overlay is red by default,xpath,"//input[contains(@class,'textbox validation-error')]"
All,All,TextField,postAd_txfMapOverlayAutoError,the location field is red by default,xpath,"//input[contains(@class,'textbox validation-error modalState')]"
All,All,TextField,postAd_txfLocationInput,the textfield of location input,xpath,"//input[contains(@class,'map-input')]"
All,All,Button,post_updateLocation,change location in circle view,xpath,"//span[@class='buttonChangeLocation']"
All,All,TextField,postAd_txfLocationTexts,the textfield of location text in the textbox,xpath,"//div[@class='pac-item']/span/span[@class='pac-matched'][3]"
All,All,Label,postAd_lblLocationFirstAutoComplete,the first option of location auto complete,xpath,"//div[contains(@class,'autocompleteList')]//span[@class='pac-matched'][1]"
All,All,Link,postAd_lnkOpenMap,the clickable map of location,xpath,"//div[@id='map']"
All,All,Link,postAd_lnkOpenMap3.0,the clickable map of location,xpath,"//div[@class='map-plugin']"
All,All,Label,postAd_lblMapInstructionError, the map instruction validation error,xpath,"//div[@class='map-instruction validation-error']"
All,All,Button,post_btnChangeLocation,post map change location,xpath,"//div[@class='post-ad-map-autocomplete']"
All,All,Button,post_btnConfirmChangeLocation,post map change location confirm,xpath,"//button[@class='confirmLocationButton']"
All,All,CheckBox,postAd_chbLocationSwitcher,the checkbox of location map switcher in post page,xpath,"//div[@class='toggle']"
All,All,Button,post_btnShareExactLoc,switch to share exact location to buyer,xpath,"//div[@class='toggle-component-switch aproximate']"
All,All,Button,post_btnNotShareExactLoc,switch to not share exact location to buyer,xpath,"//div[@class='toggle-component-switch presice']"
All,All,Button,postAd_btnConfirmChangeLoc,the confirm button of location map overlay,xpath,"//button[@id='confirmLocationButton']"
All,All,Button,postAd_btnCleanLocTextX,the clean text X button in map overlay,xpath,"//i[@id='clean-text']"
All,All,Button,postAd_btnCloseMapOverlay,the close button for map overlay,xpath,"//div[@id='close-modal']"
All,All,Button,postAd_btnMapZoomIn,the zoom in button for map overlay,xpath,"//div[@class='gmnoprint']/div/div[contains(@title,'Acerca la imagen')]"
All,All,Button,postAd_btnMapZoomOut,the zoom out button for map overlay,xpath,"//div[@class='gmnoprint']/div/div[contains(@title,'Aleja la imagen')]"
All,All,Button,postAd_btnNewMapZoomIn,the zoom in button for map overlay,xpath,"//div[@class='gmnoprint']/div/button[contains(@title,'Ampliar')]"
All,All,Button,postAd_btnNewMapZoomOut,the zoom out button for map overlay,xpath,"//div[@class='gmnoprint']/div/button[contains(@title,'Reducir')]"
All,All,TextField,postAd_txfToolTipForCircle,the tool tip for map overlay,xpath,"//div[@class='toolTipContent']"
All,All,TextField,postAd_txfToolTipForPin,the tool tip for map overlay,xpath,"//div[@class='toolTipContent pinContent']"
All,All,Button,postAd_btnCloseToolTip,the close tool tip button for map overlay,xpath,"//div[@id='map']//div[contains(@style,'cursor: default')]//button[@title='Close']"
mx_vns,landscape,Button,postAd_btnCancelPromote,the cancel promote button after click post,xpath,"//div[@class='desktop-cancel']//span"
mx_vns,portrait,Button,postAd_btnCancelPromote,the cancel promote button after click post,xpath,"//a[@class='cancel-link cancel-button btn']/span"
mx_vns,landscape,Button,postAd_btnCancelPromote3.0,the checkout button on promote 3.0 page,xpath,"//div[@class='desktop-cancel']//span"
mx_vns,portrait,Button,postAd_btnCancelPromote3.0,the checkout button on promote 3.0 page,xpath,"//div[@class='mobile-cancel']//span"
All,landscape,Button,postAd_btnPromoteCheckout,the checkout button on promote page,xpath,"//div[@class='desktop-checkout']//*[contains(@class,'checkout-button')]"
All,portrait,Button,postAd_btnPromoteCheckout,the checkout button on promote page,xpath,"//div[@class='mobile-checkout-container']//a"
za,landscape,Button,postAd_btnCancelPromote,the cancel promote button after click post,xpath,"//div[@class='header-back']/a"
za,portrait,Button,postAd_btnCancelPromote,the cancel promote button after click post,xpath,"//a[@class='mobile-only icon-arrow-icon-left']"
All,All,TextField,postAd_txfPostPromoteOptional,the promote page optional after post,xpath,"//div[@class='promote-optional']"
All,All,Label,postAd_lblPromoteMoreInfoLayer,more info wrapper of promote frature on promote page,xpath,"//div[@class='feature-overlay-modal']"
All,All,Button,postAd_btnCloseMoreInfoLayer,close button of promote more info wrapper on promote page,xpath,"//div[@class='feature-info-overlay']//span[@class='sudolink' and (text()='Cerrar' or text()='Close')]"
All,All,Button,postAd_btnXIconMoreInfoLayer3.0,x icon to close promote more info wrapper on promote page,xpath,"//div[@class='feature-info-overlay']//span[@class='icon-close-small']"
All,All,Button,postAd_btnXIconMoreInfoLayer,x icon to close promote more info wrapper on promote page,xpath,"//div[@class='feature-info-overlay']//span[@class='icon-close']"
All,All,TextField,postAd_txfPostPromoteTitle,the promote page title after post,xpath,"//span[@class='your-ad-posted']"
All,All,TextField,postAd_txfPostPromoteTitle3.0,the promote page title after post,xpath,"//div[@class='post-ad-header']//div[@class='title-text']"
mx_vns,landscape,Label,postAd_lblPromoteTotalPrice,the promote total price after post,xpath,"//div[@class='desktop-checkout']//*[contains(@class,'checkout-button')]"
mx_vns,portrait,Label,postAd_lblPromoteTotalPrice,the promote total price after post,xpath,"//div[@class='mobile-checkout']//*[contains(@class,'checkout-button')]"
za,All,Label,postAd_lblPromoteTotalPrice,the promote total price after post,xpath,"//div[@class='feature-upsell-checkout']//span[contains(text(),'Pay')]"
mx_vns,landscape,Button,postAd_btnPromoteCheckoutWithPrice3.0,the checkout button on promote 3.0 page with price on it,xpath,"//div[@class='desktop-checkout']//a[@class='checkout-button btn']/span/span"
mx_vns,portrait,Button,postAd_btnPromoteCheckoutWithPrice3.0,the checkout button on promote 3.0 page with price on it,xpath,"//div[@class='mobile-checkout']//a[@class='checkout-button btn']/span/span"
za,All,Button,postAd_btnPromoteCheckoutWithPrice3.0,the checkout button on promote 3.0 page with price on it,xpath,"//span[contains(text(),'Pay Now')]"
All,All,Label,postAd_chxPromoteBumpup,the bump up feature on promote page,xpath,"//label[contains(@name,'bumpUp')]"
All,All,Label,postAd_chxPromoteBumpup3.0,the bump up feature on promote page,xpath,"//div[@class='feature-description']/span[contains(text(),'Primeros Resultados')]/../..//label[contains(@class,'icon-input-checkbox')]"
All,All,Label,postAd_chxPromoteBumpupChecked3.0,the bump up feature on promote page,xpath,"//div[@class='feature-description']/span[contains(text(),'Primeros Resultados')]/../..//label[contains(@class,'icon-input-checkbox-checked')]"
All,All,Label,postAd_chxPromoteTopAd,the top ad feature on promote page,xpath,"//label[@name='topAd']"
All,All,Label,postAd_chxPromoteTopAd3.0,the top ad feature on promote page,xpath,"//div[@class='feature-description']/span[contains(text(),'Destacado')]/../..//label[contains(@class,'icon-input-checkbox')]"
All,All,Label,postAd_chxPromoteHPGallery,the homepage gallery feature on promote page,xpath,"//label[@name='hpGallery']"
All,All,Label,postAd_chxPromoteHPGallery3.0,the homepage gallery feature on promote page,xpath,"//div[@class='feature-description']/span[contains(text(),'Galería Principal')]/../..//label[contains(@class,'icon-input-checkbox')]"
All,All,Label,postAd_chxPromoteHPGalleryChecked3.0,the homepage gallery feature on promote page,xpath,"//div[@class='feature-description']/span[contains(text(),'Galería Principal')]/../..//label[contains(@class,'icon-input-checkbox-checked')]"
All,All,Label,postAd_chxPromoteUrgent,the urgent feature on promote page,xpath,"//label[@name='urgent']"
All,All,Label,postAd_chxPromoteUrgent3.0,the urgent feature on promote page,xpath,"//div[@class='feature-description']/span[contains(text(),'Urgente')]/../..//label[contains(@class,'icon-input-checkbox')]"
All,All,Label,postAd_chxPromoteHighlight,the highlight feature on promote page,xpath,"//label[@name='highlight']"
All,All,Label,postAd_chxPromoteHighlight3.0,the highlight feature on promote page,xpath,"//div[@class='feature-description']/span[contains(text(),'Resalta tu Aviso')]/../..//label[contains(@class,'icon-input-checkbox')]"
All,All,Label,postAd_chxPromoteSRPGallery,the srp gallery feature on promote page,xpath,"//label[@name='srpGallery']"
All,All,Label,postAd_chxPromoteSRPGallery3.0,the srp gallery feature on promote page,xpath,"//div[@class='feature-description']/span[contains(text(),'Galería de categorías')]/../..//label[contains(@class,'icon-input-checkbox')]"
All,All,Label,postAd_lblUrgentDetail,the urgent feature detail on promote page from paf3,xpath,"//span[text()='Urgente']/..//span[@class='feature-more icon-question-mark']"
All,All,Label,postAd_lblHPGalleryDetail,the homepage gallery feature detail on promote page from paf3,xpath,"//span[text()='Galería Principal']/..//span[@class='feature-more icon-question-mark']"
mx_vns,All,TextField,postAd_txfHeader,the promote page title after post,xpath,"//div[contains(text(),'Publicar un anuncio')]"
All,portrait,Label,postAd_pnlPostAdOnFooter,the post ad button,xpath,"//div[@class='mobile-post-ad-modal-wrapper']"
All,landscape,Label,postAd_lblPromoteWithIFPageTitle,the promote with insertion fee page title,xpath,"//div[@class='promote-with-inf']//div[@class='title-text']"
mx_vns,portrait,Label,postAd_lblPromoteWithIFPageTitle,the promote with insertion fee page title on mobile MX,xpath,"//div[@class='promote-with-inf']//div[@class='title-text']"
za,portrait,Label,postAd_lblPromoteWithIFPageTitle,the promote with insertion fee page title on mobile ZA,xpath,"//div[@class='promote-inf']//em"
All,All,Label,postAd_lblPromoteWithIFPageTitle3.0,the promote with insertion fee page title,xpath,"//div[@class='post-ad-content']//div[@class='title-text']"
All,All,TextField,postAd_txfPromoteIFDesc,the description of promote with insertion fee page,xpath,"//span[@class='promote-inf-description']"
All,All,TextField,postAd_txfPromoteIFDesc3.0,the description of promote with insertion fee page,xpath,"//div[@class='insertion-fee']//span[@class='if-description']"
All,All,Label,postAd_lblPromoteIFAmount,the insertion fee total amount on promote with insertion fee page,xpath,"//span[@class='promote-inf-description']//span"
All,landscape,Button,postAd_btnPromoteIFCancelCheckout,the cancel checkout button on promote page,xpath,"//div[@class='desktop-checkout']//div[@class='checkout-cancel']/a"
All,portrait,Button,postAd_btnPromoteIFCancelCheckout,the cancel checkout button on promote page,xpath,"//div[@class='mobile-checkout']//a[@class='cancel-link']"
All,All,Label,postAd_ddPromoteHPGallery,the dropdown list of homepage gallery feature on promote page,xpath,"//select[@name='hpGallery']"
All,All,Label,postAd_ddPromoteHPGallery3.0,the dropdown list of homepage gallery feature on promote page,xpath,"//div[@class='feature-description']/span[contains(text(),'Galería Principal')]/../..//select"
All,All,Label,postAd_ddPromoteSRPGallery,the dropdown list of srp gallery feature on promote page,xpath,"//select[@name='srpGallery']"
All,All,Label,postAd_ddPromoteSRPGallery3.0,the dropdown list of srp gallery feature on promote page,xpath,"//div[@class='feature-description']/span[contains(text(),'Galería de categorías')]/../..//select"
All,All,Label,postAd_ddPromoteTopAd,the dropdown list of top ad feature on promote page,xpath,"//select[@name='topAd']"
All,All,Label,postAd_ddPromoteTopAd3.0,the dropdown list of top ad feature on promote page,xpath,"//div[@class='feature-description']/span[contains(text(),'Destacado')]/../..//select"
All,All,Label,postAd_rbPriceFixed,the fixed price,xpath,"//span[@class='price-type' and (contains(text(),'Fijo') or contains(text(),'Amount'))]"
All,All,Label,postAd_rbPriceFixed3.0,the fixed price,xpath,"//span[@class='price-type' and (contains(text(),'Fijo') or contains(text(),'Amount'))]"
All,All,Label,postAd_rbPriceFixedChecked3.0,the fixed price,xpath,"//input[@value='FIXED' and @checked]/.."
All,All,Label,postAd_rbPriceNegotiate,can negotiate price,xpath,"//span[@class='price-type' and (contains(text(),'Negociable') or contains(text(),'Negotiable'))]"
All,All,Label,postAd_rbPriceNegotiate3.0,can negotiate price,xpath,"//span[@class='price-type' and (contains(text(),'Negociable') or contains(text(),'Negotiable'))]"
All,All,Label,postAd_rbPriceNegotiateChecked3.0,negotiate price,xpath,"//input[@value='MAKE_OFFER' and @checked]/.."
All,All,Label,postAd_rbPriceContact,to contact for price,xpath,"//span[@class='price-type' and (contains(text(),'Contactar') or contains(text(),'Contact for Price'))]"
All,All,Label,postAd_rbPriceContact3.0,to contact for price,xpath,"//span[@class='price-type' and (contains(text(),'Contactar') or contains(text(),'Contact for Price'))]"
All,All,Label,postAd_rbPriceContactChecked3.0,to contact for price,xpath,"//input[@value='CONTACT_ME' and @checked]"
za,All,TextField,postAd_txfPostChooseCategory,1.0 za post page choose category,xpath,"//h3[@id='cat-heading']"
All,All,Label,postAd_imgLoadingComplete,the loading complete image,xpath,"//div[contains(@class,'loading-spinner complete')]"
All,All,Button,postAd_btnRepostSubmit,the repost submit button on 1.0 post page,xpath,"//button[@id='repostSubmit']"
All,landscape,Link,postAd_lnkProtoolLink,contact support link on post ad payment page,xpath,"//span[@class='promote-inf-desktop-contact']"
All,portrait,Link,postAd_lnkProtoolLink,contact support link on post ad payment page,xpath,"//span[@class='promote-inf-mobile-contact']"
All,landscape,Link,postAd_lnkProtoolLink3.0,contact support link on post ad payment page,xpath,"//span[@class='desktop-contact']"
All,portrait,Link,postAd_lnkProtoolLink3.0,contact support link on post ad payment page,xpath,"//span[@class='mobile-contact']"
All,landscape,Link,postAd_lnkBundleIFProtoolLink,contact support link on post ad payment page when both bundle and insertion fee,xpath,"//span[@class='bundle-desktop-contact']"
All,landscape,Link,postAd_lnkBundleIFProtoolLink3.0,contact support link on post ad payment page when both bundle and insertion fee,xpath,"//span[@class='desktop-contact']"
All,portrait,Link,postAd_lnkBundleIFProtoolLink,contact support link on post ad payment page when both bundle and insertion fee,xpath,"//span[@class='bundle-mobile-contact mobile-only']"
All,portrait,Link,postAd_lnkBundleIFProtoolLink3.0,contact support link on post ad payment page when both bundle and insertion fee,xpath,"//span[@class='mobile-contact mobile-only']"
All,All,Button,postAd_btnCancelPromoteBundle,cancel promote bundle features on post ad payment page,xpath,"//button[@class='no-promote-button']/span"
All,All,Button,postAd_btnBuyRecommendedBundle,buy recommended bundle package on post ad payment page,xpath,"//div[@data-bundle-name='bundle-Featured']//button"
All,landscape,Button,postAd_btnBuyRecommendedBundle3.0,buy recommended bundle package on post ad payment page,xpath,"//div[@class='bundle swiper-slide bundle-Featured recommended']//button"
All,portrait,Button,postAd_btnBuyRecommendedBundle3.0,buy recommended bundle package on post ad payment page,xpath,"//div[@class='bundle swiper-slide bundle-Featured recommended swiper-slide-active']//button"
All,All,Button,postAd_btnDeSelectRecommendedBundle3.0,deselect recommended bundle package on post ad payment page,xpath,"//div[contains(@class,'bundle swiper-slide bundle-Featured recommended selected-bundle')]//button"
All,All,Button,postAd_btnPremiumBundle,buy premium bundle package on post ad payment page,xpath,"//div[@data-bundle-name='bundle-Premium']//button"
All,All,Button,postAd_btnBuildYourOwn,buy build your own bundle during post flow,xpath,"//div[@data-bundle-name='bundle-build-own']//button[@class='select-button']"
All,All,Button,postAd_btnBundleBasic3.0,buy basic bundle during post flow,xpath,"//div[contains(@class,'bundle swiper-slide bundle-Basic')]//button[@class='select-button']"
All,All,Button,postAd_btnDeSelectBundleBasic3.0,deselect basic bundle during post flow,xpath,"//div[contains(@class,'bundle swiper-slide bundle-Basic selected-bundle')]//button[@class='select-button']"
All,All,Button,postAd_btnBundlePremium3.0,buy premium bundle during post flow,xpath,"//div[contains(@class,'bundle swiper-slide bundle-Premium')]//button[@class='select-button']"
All,All,Button,postAd_btnDeSelectBundlePremium3.0,deselect premium bundle during post flow,xpath,"//div[contains(@class,'bundle swiper-slide bundle-Premium selected-bundle')]//button[@class='select-button']"
All,landscape,Button,postAd_btnBuildYourOwn3.0,buy build your own bundle during post flow,xpath,"//div[@class='bundle swiper-slide bundle-build-own']//button[@class='select-button']"
All,portrait,Button,postAd_btnBuildYourOwn3.0,buy build your own bundle during post flow,xpath,"//div[contains(@class,'bundle-build-own')]//button[@class='select-button']"
All,All,Button,postAd_btnDeSelectBuildYourOwn3.0,deselect build your own bundle during post flow,xpath,"//div[contains(@class,'bundle swiper-slide bundle-build-own selected-bundle')]//button[@class='select-button']"
All,All,Button,postAd_btnBuildYourOwnCheckOut,buy build your own check out,xpath,"//div[@class='build-own-area']/button[@class='build-own-button']"
All,All,TextField,postAd_txfBuildYourOwnText,build your own check out text,xpath,"//div[@class='build-own-area']/button[@class='build-own-button']/span"
All,All,Button,postAd_btnBundleBuildOwnCheckOut,checkout for bundle build own without insertion fee,xpath,"//div[@class='promote-area']/button"
All,portrait,Button,postAd_btnBundleBuildOwnCheckOut3.0,checkout for bundle build own without insertion fee,xpath,"//div[@class='mobile-checkout']//a[@class='checkout-button btn']/span/span"
All,landscape,Button,postAd_btnBundleBuildOwnCheckOut3.0,checkout for bundle build own without insertion fee,xpath,"//div[@class='desktop-checkout']//a[@class='checkout-button btn']/span/span"
All,All,Button,postAd_btnBundleIFCheckout,bundle with insertion fee checkout button on post ad payment page,xpath,"//div[@class='if-promote-area']//button[@class='checkout-button']"
All,All,Button,postAd_btnBundlePayLater,bundle with insertion fee cancel button on post ad payment page,xpath,"//div[@class='if-promote-area']//a[@class='cancel-link']"
All,All,Button,BundlePayLater_PopUp,bundle with IF pay later link,xpath,"//div[@class='modal pending-confirm']/div[@class='modal-container']"
All,All,Button,BundlePayLater_PopUp_BackGround_hidden,background hidden when pay later popUp is ther,xpath,"//div[@class='modal pending-confirm']"
All,All,Link,BundlePayLater_Close,close pay later popUp,xpath,"//div[@class='modal-closearea']/span[@class='close-text']"
All,All,Button,PayLater_Know,click i know link in bundle paylater popUP,xpath,"//div[@class='modal-footer']//a[@class='btn']"
All,All,TextField,postAd_txfBundleIFCheckoutAmount,bundle with insertion fee checkout amount on post ad payment page,xpath,"//div[@class='if-promote-area']//span[@class='checkout-amount']"
All,All,Button,postAd_btnBundleCheckout,only bundle checkout button on post ad payment page,xpath,"//div[contains(@class,'bundle-select-wrapper')]//div[@class='promote-area']//button"
All,All,TextField,postAd_txfBundleCheckoutAmount,only bundle checkout amount on post ad payment page,xpath,"//div[contains(@class,'bundle-select-wrapper')]//div[@class='promote-area']//span[@class='checkout-amount']"
All,All,TextField,postAd_BundleIFPageTitle,page title with IF ads and build your own,xpath,"//div[@class='bundle-select feature-mode']//div[@class='title-text']"
All,All,TextField,postAd_BundleIFPageTitle3.0,page title with IF ads and build your own,xpath,"//div[@class='post-ad-header']//div[@class='title-text']"
All,landscape,Link,BuildYourOwnBack,click volver in build your own page,xpath,"//div[contains(@class,'bundle-select')]//span[@class='icon-back-other']"
All,landscape,Link,BuildYourOwnBack3.0,click volver in build your own page,xpath,"//span[@class='icon-back-other']"
All,portrait,Link,BuildYourOwnBack,click back icon in build your own page,xpath,"//a[@class='mobile-only icon-arrow-icon-left']"
All,portrait,Link,BuildYourOwnBack3.0,click back icon in build your own page,xpath,"//a[@class='mobile-only icon-arrow-icon-left']"
All,All,CheckBox,chx_Bumpup,the bump up feature on promote page,xpath,"//label[contains(@name,'bumpUp') and contains(@class,'checkbox')]/input"
All,All,CheckBox,chx_TopAd,the top ad checkbox  on promote page,xpath,"//lable[@name='topAd' and contains(@class,'checkbox')]/input"
All,All,CheckBox,chx_HPGallery,the homepage gallery checkbox on promote page,xpath,"//label[@name='hpGallery' and contains(@class,'checkbox')]/input"
All,All,CheckBox,chx_Urgent,the urgent checkbox on promote page,xpath,"//label[@name='urgent' and contains(@class,'checkbox')]/input"
All,All,CheckBox,chx_Highlight,the highlight checkbox on promote page,xpath,"//label[@name='highlight' and contains(@class,'checkbox')]/input"
All,All,CheckBox,chx_SRPGallery,the srp gallery checkbox on promote page,xpath,"//label[@name='srpGallery' and contains(@class,'checkbox')]/input"
All,All,CheckBox,chx_WebSiteUrl,the websiteurl checkbox on promote page,xpath,"//span[@name='websiteurl' and contains(@class,'checkbox')]"
All,All,CheckBox,chx_Bumpup3.0,the bump up feature on promote page,xpath,"//div[@class='feature-description']/span[contains(text(),'Primeros Resultados') or contains(text(),'Bump up')]/../..//label[contains(@class,'icon-input-checkbox')]"
All,All,CheckBox,chx_TopAd3.0,the top ad checkbox  on promote page,xpath,"//div[@class='feature-description']/span[contains(text(),'Destacado') or contains(text(),'Top ad')]/../..//label[contains(@class,'icon-input-checkbox')]"
All,All,CheckBox,chx_HPGallery3.0,the homepage gallery checkbox on promote page,xpath,"//div[@class='feature-description']/span[contains(text(),'Galería Principal') or contains(text(),'Homepage gallery')]/../..//label[contains(@class,'icon-input-checkbox')]"
All,All,CheckBox,chx_Urgent3.0,the urgent checkbox on promote page,xpath,"//div[@class='feature-description']/span[contains(text(),'Urgente') or contains(text(),'Urgent')]/../..//label[contains(@class,'icon-input-checkbox')]"
All,All,CheckBox,chx_Highlight3.0,the highlight checkbox on promote page,xpath,"//div[@class='feature-description']/span[contains(text(),'Resalta tu Aviso') or contains(text(),'Highlights')]/../..//label[contains(@class,'icon-input-checkbox')]"
All,All,CheckBox,chx_SRPGallery3.0,the srp gallery checkbox on promote page,xpath,"//div[@class='feature-description']/span[contains(text(),'Galería de categorías') or contains(text(),'Category gallery')]/../..//label[contains(@class,'icon-input-checkbox')]"
All,All,CheckBox,chx_WebSiteUrl3.0,the websiteurl checkbox on promote page,xpath,"//div[@class='feature-description']/span[contains(text(),'Enlace al sitio web') or contains(text(),'Website URL')]/../..//label[contains(@class,'icon-input-checkbox')]"
mx_vns,All,TextField,postAd_txfWebSiteUrl,the websiteurl input field,xpath,"//div[@class='website-url-wrapper']//input[@name='websiteurl']"
za,All,TextField,postAd_txfWebSiteUrl,the websiteurl input field,xpath,"//div[@class='input-wrapper']//input[@name='WebSiteUrl']"
za,All,TextField,postAd_txfWebSiteUrl1.0,the websiteurl input field on 1.0 edit page,xpath,"//input[@name='WebSiteUrl']"
All,All,TextField,postAd_txfWebSiteUrl3.0,the websiteurl input field,xpath,"//div[@class='website-url-wrapper']/input"
All,All,CheckBox,chx_EnabledFeature,check box for not purchased feature,xpath,"//label[@class='icon-input-checkbox']/input"
All,All,Link,BundleBasic_Detail,bundle basic detail link,xpath,"//div[@data-bundle-name='bundle-Basic']//a[@class='bundle-more']"
All,All,Link,BundleBasic_Detail3.0,bundle basic detail link,xpath,"//div[contains(@class,'bundle swiper-slide bundle-Basic')]//a[@class='bundle-more']"
All,All,Link,BundleFeatured_Detail,bundle featured detail link,xpath,"//div[@data-bundle-name='bundle-Featured']//a[@class='bundle-more']"
All,All,Link,BundleFeatured_Detail3.0,bundle featured detail link,xpath,"//div[contains(@class,'bundle swiper-slide bundle-Featured recommended')]//a[@class='bundle-more']"
All,All,Link,BundlePremium_Detail,bundle premium detail link,xpath,"//div[@data-bundle-name='bundle-Premium']//a[@class='bundle-more']"
All,All,Link,BundlePremium_Detail3.0,bundle premium detail link,xpath,"//div[contains(@class,'bundle swiper-slide bundle-Premium')]//a[@class='bundle-more']"
All,All,Link,AlaCarta_Detail,build your own detail link,xpath,"//div[@data-bundle-name='bundle-build-own']//a[@class='bundle-more']"
All,All,Link,AlaCarta_Detail3.0,build your own detail link,xpath,"//div[contains(@class,'bundle swiper-slide bundle-build-own')]//a[@class='bundle-more']"
