Site,Platform,ElementType,Label,Description,ByType,By
All,All,Button,srp_btnFilterByTransmissionA,filter by FilterByTransmission automática,xpath,"//div[contains(text(),'Transmission') or contains(text(),'Transmisión') ]/..//span[contains(text(),'automática') or contains(text(),'Automática')]"
All,All,Button,srp_btnFilterByFuelType,filter by Filter By Fuel Type,xpath,"//div[contains(text(),'Fuel Type') or contains(text(),'Combustible') ]/..//span[contains(text(),'Diesel') or contains(text(),'diesel')]"
All,All,Button,srp_btnFilterByColor,filter by Filter By Color,xpath,"//div[contains(text(),'Colour') or contains(text(),'Color') ]/..//span[contains(text(),'Blue') or contains(text(),'blue') or contains(text(),'azul') or contains(text(),'Azul')]"
All,All,Button,srp_btnFilterByCarColor,filter by Filter By car Color,xpath,"//div[@class='labelWrapper']/label/span[contains(text(),'blue') or contains(text(),'Azul')]"
All,All,Button,srp_btnFilterByDwellingType,filter by wellingType under property,xpath,"//div[contains(text(),'Dwelling Type') or contains(text(),'Tipo') ]/..//span[contains(text(),'Apartment') or contains(text(),'apartment') or contains(text(),'departamento') or contains(text(),'Departamento')]"
All,All,Button,srp_btnFilterByBedroom,filter by bedroom under property,xpath,"//div[contains(text(),'Bedrooms (#)') or contains(text(),'Recámara(s)') ]/..//span[contains(text(),'3')]"
All,All,Button,srp_btnFilterByBedroom5,filter by bedroom under property,xpath,"//div[contains(text(),'Bedrooms (#)') or contains(text(),'Recámara(s)') ]/..//span[contains(text(),'5')]"
All,All,Button,srp_btnFilterByBathroom,filter by bathroom under property,xpath,"//div[contains(text(),'Bathrooms (#)') or contains(text(),'Baños') ]/..//span[contains(text(),'4+')]"
za,All,Button,srp_btnFilterBySmoke,filter by Smoke under property,xpath,"//div[contains(text(),'Smoking')]/..//span[contains(text(),'No')]"
mx_vns,All,Button,srp_btnFilterByGarage,filter by garage under property,xpath,"//div[contains(text(),'Garage')]/..//span[contains(text(),'3')]"
za,All,Button,srp_btnFilterByGender,filter by gender under property,xpath,"//div[contains(text(),'Preferred Gender')]/..//span[contains(text(),'female')]"
mx_vns,All,TextField,srp_txfFilterByMinSurface,filter by min-Surface,xpath,"//input[@id='attr.AreaInMetersMin']"
mx_vns,All,TextField,srp_txfFilterByMaxSurface,filter by Max-Surface,xpath,"//input[@id='attr.AreaInMetersMax']"
All,All,TextField,srp_txfTopLocCategory,textfield of top L location Category of za in srp page,xpath,"//div[@class='srp-title']//h1/span"
All,All,TextField,srp_txfSubLocCategory1,textfield of number 1 sub Category of za in srp page,xpath,"//div[@class='sub-navigation']/div[1]/a/span"
All,All,TextField,srp_txfSubLocCategory2,textfield of  number 2 sub  Category of za in srp page,xpath,"//div[@class='sub-navigation']/div[2]/a/span"
All,All,TextField,srp_txfSubLocCategory3,textfield of number 3 sub Category of za in srp page,xpath,"//div[@class='sub-navigation']/div[3]/a/span"
All,All,TextField,srp_txfSubLocCategory4,textfield of  number 4 sub  Category of za in srp page,xpath,"//div[@class='sub-navigation']/div[4]/a/span"
All,All,TextField,srp_txfSubLocCategory5,textfield of number 5 sub Category of za in srp page,xpath,"//div[@class='sub-navigation']/div[5]/a/span"
All,All,TextField,srp_txfSubLocCategory6,textfield of  number 6 sub  Category of za in srp page,xpath,"//div[@class='sub-navigation']/div[6]/a/span"
All,All,TextField,srp_txfSubLocCategory7,textfield of number 7 sub Category of za in srp page,xpath,"//div[@class='sub-navigation']/div[7]/a/span"
All,All,TextField,srp_txfSubLocCategory8,textfield of  number 8 sub  Category of za in srp page,xpath,"//div[@class='sub-navigation']/div[8]/a/span"
All,All,TextField,srp_txfSubLocCategory9,textfield of number 9 sub Category of za in srp page,xpath,"//div[@class='sub-navigation']/div[9]/a/span"
All,All,TextField,srp_txfSubLocCategory10,textfield of  number 10 sub  Category of za in srp page,xpath,"//div[@class='sub-navigation']/div[10]/a/span"
All,All,Link,srp_lnkL1Car,car link of L1 category above chips,xpath,"//div[@class='sub-navigation-container']//span[contains(text(),'Vehículos') or contains(text(),'Automotive Vehicles')]"
All,All,TextField,srp_txfFirstAdPriceTypenegotiable,textfield of  price type negotiable in first ad,xpath,"//div[@id='tileRedesign']/div[1]//span[contains(text(),'Negotiable') or contains(text(),'Negociable')]"
All,All,TextField,srp_txfFirstAdPrice,textfield of  price in first ad,xpath,"//div[@id='tileRedesign']/div[1]//span[@class='ad-price']"
All,All,TextField,srp_txfFirstAdPriceTypecontact,textfield of  price type contact in first ad,xpath,"//div[@id='tileRedesign']/div[1]//span[contains(text(),'Contact') or contains(text(),'Contactar')]"
All,All,TextField,srp_txfFirstAdPriceTypefree,textfield of  price type free in first ad,xpath,"//div[@id='tileRedesign']/div[1]//span[contains(text(),'Free') or contains(text(),'Gratis')]"
All,All,TextField,srp_txfFirstAdPriceTypeswap,textfield of  price type swap in first ad,xpath,"//div[@id='tileRedesign']/div[1]//span[contains(text(),'Swap/Trade') or contains(text(),'Intercambio')]"
All,All,Label,srp_lblAdsInSRPCarousel,ad element SRP Carousel part,xpath,"//div[contains(@class,'tile-panel tileWrapper galleryMode slick-slide') and not(contains(@class,'slick-cloned'))]"
All,All,Label,srp_lblActiveAdsInSRPCarousel,ad element SRP Carousel part,xpath,"//div[contains(@class,'tile-panel tileWrapper galleryMode slick-slide') and contains(@class,'slick-active')]//a"
All,All,Label,srp_lblAdsWithGalleryLabel,ad bought SRP gallery feature in SRP Carousel part,xpath,"//div[contains(@class,'tile-panel tileWrapper galleryMode slick-slide') and not(contains(@class,'slick-cloned'))]//span[contains(text(),'Galería')]"
All,All,Label,srp_lblAdsInSRPCarouselWithImage,ad element SRP Carousel part,xpath,"//div[contains(@class,'tile-panel tileWrapper galleryMode slick-slide') and not(contains(@class,'slick-cloned'))]//img[contains(@class,'ad-picture')]"
All,All,Label,srp_lblCurrentAdInSRPCarouselWithImage,ad element SRP Carousel part,xpath,"//div[contains(@class,'tile-panel tileWrapper galleryMode slick-slide slick-current slick-active')]//img[@class='ad-picture']"
All,All,Label,srp_imgGreenFrame,the green frame that this ad bought feature,xpath,"//div[@class='tileImgWrapper portraitMode isFeaturedTile']"
All,All,TextField,srp_txfLabelDeveloperModule,the label of real estate developer module,xpath,"//div[@id='tileRedesign']//span[contains(text(),'Desarrollo')]"
All,All,Label,srp_lblDeveloperModuleTitleFirstAd,the first ad of the real estate developer module,xpath,"//div[@id='tileRedesign']//div[contains(@class,'tileV2')][1]//span[contains(text(),'Desarrollo')]"
All,All,Label,srp_lblDeveloperModuleAds,ads on the real estate developer module,xpath,"//div[@class='development-widget'][1]//div[@class='adDetail']"
All,All,Label,srp_lblChips,the chips part on SRP,xpath,"//div[@class='srp-filters']"
All,All,Label,srp_lblStickyChips,the chips part on SRP,xpath,"//div[@class='srp-filters stick']"
All,All,Button,srp_btnCancellPriceRange,the cancel button for price range,xpath,"//div[@data-hiddenkey='attr.Price.amount']//div[@class='icon-chips-close close-icon-font']"
All,All,Button,srp_btnCancellForSaleBy,the cancel button for price range,xpath,"//div[@data-hiddenkey='attr.ForSaleBy']//div[@class='icon-chips-close close-icon-font']"
All,All,Label,srp_lblAdTileTitle,Only for ad tiles,xpath,"//div[@id='tileRedesign']//div[@class='tileTitle']"
mx_vns,All,Label,srp_lblAdTileH1Title,Only for ad tiles h1 title,xpath,"//div[@id='searchpage-title']//div[@class='title-h1']//h1//span[1]"
All,All,Label,srp_lblTilePrice,the price only for ad tile not srp gallery,xpath,"//div[@id='tileRedesign']//div[contains(@class,'tileV2')][1]//span[@class='ad-price']"
All,All,Label,srp_ddCarMakeList,the dropdown list of car make,xpath,"//select[@name='attr.CarMake' or @name='attr.AlmVehicleBrand']"
All,All,Label,srp_ddCarModelList,the dropdown list of car model,xpath,"//select[@name='attr.CarModel' or @name='attr.AlmVehicleModel']"
All,All,TextField,srp_txffirstL1Category,the first L1 category on SRP,xpath,"//div[@class='sub-navigation']/div[1]"
All,All,TextField,srp_txfsecondL1Category,the second L1 category on SRP,xpath,"//div[@class='sub-navigation']/div[2]"
All,All,TextField,srp_txfAgroAndIndustry,the L1 Agro&Industry category on SRP,xpath,"//div[@class='sub-navigation']//span[contains(text(),'Agro e industria')]"
All,All,TextField,srp_txfSubNavigations,all the sub navigations on srp page,xpath,"//div[@class='sub-navigation']//div[@class='subnav-element']"
All,All,Label,srp_lblFilterBedroom,bedroom label in filter,xpath,"//div[contains(text(),'Recámara(s)') or contains(text(),'Bedrooms (#)')]"
mx_vns,All,Label,srp_lblHeaderWrapper,the header wrapper on srp,xpath,"//div[contains(@class,'header-wrapper')]"
mx_vns,All,Label,srp_lblFilterSticky,the sticky filter on srp,xpath,"//div[@class='srp-filters chip-wrapper stick']"
mx_vns,All,Label,srp_lblRightPart,the right part of srp,xpath,"//div[@class='right part right-banner']"
mx_vns,All,Label,srp_lblCurrentSelectCate,the current select category on SRP,xpath,"//li[@class='category-filter']//li[contains(@class,'current')]/span"
mx_vns,All,Label,srp_lblCurrentSelectLoc,the current select location on SRP,xpath,"//li[@class='location-filter']//li[contains(@class,'current')]/span"
mx_vns,All,Label,srp_lblCateFilter,the category filteron SRP,xpath,"//li[contains(@class,'category-filter')]"
mx_vns,All,Label,srp_lblLocFilter,the location filter on SRP,xpath,"//li[contains(@class,'location-filter')]"
mx_vns,All,Label,srp_lblFilter,the filter on SRP,xpath,"//span[@class='refine']"
mx_vns,All,Button,srp_btnPostButtonFromOverlay,the post button when overlay appear,xpath,"//div[@class='srp-button-wrapper']"
All,All,Label,srp_lblFeatureLabel,the ad feature label for zindex,xpath,"//div[contains(@class,'promoted-mark labeled')]"
All,All,Label,srp_lblLocationLabel,the ad location label for zindex,xpath,"//div[@class='controls portraitMode isFeaturedTile']"
mx_vns,All,Label,srp_lblCarMileageIcon,the icon for car mileage,xpath,"//div[@id='tileRedesign']//div[@class='icon-mileagex2 additional-attributes']"
mx_vns,All,Label,srp_lblIconsText,the text for icons,xpath,"//div[@id='tileRedesign']//div[@class='chiplets-inline-block']"
mx_vns,All,Label,srp_lblHouseBedroomIcon,the icon for house bedroom,xpath,"//div[@class='icon-bedroomsV2 additional-attributes']"
mx_vns,All,Label,srp_lblHouseBathroomIcon,the icon for house bathroom,xpath,"//div[@class='icon-bathsV2 additional-attributes']"
mx_vns,All,Label,srp_lblHouseCarsIcon,the icon for house car,xpath,"//div[@class='icon-carsV2 additional-attributes']"
mx_vns,All,Label,srp_lblAdStatusMsg,the ad status message,xpath,"//div[@class='message']"
mx_vns,All,Label,srp_lblAddToWatchlist,the icon to add to watchlist on 1.0 srp,xpath,"//div[@class='view']//li[1]//span[@class='starIcon icon-star-icon-gray-line']"
mx_vns,All,Label,srp_lblRemoveWatchlist,the icon remove from watchlist on 1.0 srp,xpath,"//div[@class='view']//li[1]//span[@class='starIcon icon-star-icon']"
mx_vns,All,Label,srp_lblFirstEmailReply,the icon to reply email on 1.0 srp,xpath,"//div[@class='view']//li[1]//span[@class='icon-envelope-alt-white envIcon']"
mx_vns,All,Button,srp_btnReplyInfo,checkbox to choose one reply information,xpath,"//div[@class='view']//li[1]//ul[@class='reply-template']//input[@type='checkbox']"
mx_vns,All,TextField,srp_txfReplyEmail,input box for reply email,xpath,"//div[@class='view']//li[1]//ul[@class='reply-template']//input[@name='email']"
mx_vns,All,Button,srp_btnSendReply,button to send reply information,xpath,"//div[@class='view']//li[1]//ul[@class='reply-template']//button[@class='submit-reply']"
All,All,Label,srp_lblCancelFilterByClickBlankArea,Cancel Filter By Click Blank Area on srp,xpath,"//div[@id='wrapper']//div[@class='modal-overlay']"
mx_vns,All,Label,srp_lblSEOFooterPopular,the popular label in SEO Footer,xpath,"//div[contains(@class,'quick-links')]//div[text()='Populares']"
mx_vns,All,Label,srp_lblSEOFooterPopularContent,the popular content in SEO Footer,xpath,"//div[text()='Populares']/../div[2]/a"
mx_vns,All,Label,srp_lblSEOFooterLocation,the location label in SEO Footer,xpath,"//div[text()='Los mejores lugares']"
mx_vns,All,Label,srp_lblSEOFooterCategory,the category label in SEO Footer,xpath,"//div[@class='quick-link-content']//div[text()='Categorías']"
mx_vns,portrait,Link,srp_lnkSeoCate30,the 30 category in SEO footer,xpath,"//div[@class='quick-link-content']//a[contains(text(),'Bienes raíces')]"
mx_vns,landscape,Link,srp_lnkSeoCate30,the 30 category in SEO footer,xpath,"//a[contains(text(),'Bienes raíces')]"
mx_vns,All,Link,srp_lnkSeoCate1110,the 1110 category in SEO footer,xpath,"//a[contains(text(),'Propiedades comerciales')]"
mx_vns,All,Link,srp_lnkSeoCate32,the 32 category in SEO footer,xpath,"//a[contains(text(),'Oficinas y consultorios')]"
mx_vns,All,Label,srp_lblSEOFooterViewMore,the view more label in SEO Footer,xpath,"//div[contains(@class, 'quick-link-view-more')]//span[@class='view-more']"
mx_vns,All,Label,srp_lblSEOFooterFilter,the filter label in SEO Footer,xpath,"//div[contains(@class,'quick-link-content')]//div[text()='Filtrar']"
mx_vns,All,Label,srp_lblSEOFooterViewMoreLocation,the view more label in SEO Footer for location part,xpath,"//div[@class='tab-content']/div[@data-tab='tab1']/div[@class='view-more']"
mx_vns,All,Label,srp_lblSEOFooterNoBathrooms,the bathroom label is not there in SEO Footer,xpath,"//div[@id='quickLinks']//div[contains(@class,'quick-link-item')]/a[contains(text(),'Baños')]"
mx_vns,All,Label,srp_lblSEOFooterNoGarage,the Garage label is not there in SEO Footer,xpath,"//div[@id='quickLinks']//div[contains(@class,'quick-link-item')]/a[contains(text(),'Garage')]"
mx_vns,All,Label,srp_lblSEOFooterNoPriceType,the PriceType label is not there in SEO Footer,xpath,"//div[@id='quickLinks']//div[contains(@class,'quick-link-item')]/a[contains(text(),'PriceType')]"
All,All,Label,srp_lblZSRPTips,Tips contexts of ZSRP page ,xpath,"//div[@class='zsrp-safetyTips']"
All,All,Label,srp_lblZSRPTipsHeader,Tips header of ZSRP page ,xpath,"//div[@class='zsrp-safetyTips-header']"
All,All,Label,srp_lblZSRPTipsContextsOne,Tips contexts one of ZSRP page ,xpath,"//ul[@class='selElt']/li[1]"
All,All,Label,srp_lblZSRPTipsContextsTwo,Tips contexts two of ZSRP page ,xpath,"//ul[@class='selElt']/li[2]"
All,All,Label,srp_lblZSRPTipsContextsThree,Tips contexts three of ZSRP page ,xpath,"//ul[@class='selElt']/li[3]"
mx_vns,All,Label,srp_lnkFirstAdNewImage,image element of first ad in the result list on new srp page,xpath,"//div[@id='tileRedesign']//div[contains(@class,'tileV2')][1]//div[@class='tile-upper-info']//img"
mx_vns,All,Label,srp_lnkFifthAdNewImage,image element of fifth ad in the result list on new srp page,xpath,"//div[@id='tileRedesign']//div[contains(@class,'tileV2')][1]//div[@class='tile-upper-info']//img"
mx_vns,All,Label,srp_lblGalleryFirst,first one srp gallry,xpath,"//div[@class='tile-panel tileWrapper galleryMode slick-slide slick-current slick-active']"
mx_vns,All,Label,srp_lblGalleryViewCount,first one srp gallry view count,xpath,"//div[@class='tile-panel tileWrapper galleryMode slick-slide slick-current slick-active']//div[@class='view-container']/span[@class='view-count']"
mx_vns,All,Label,srp_lblGalleryViewCountIcon,first one srp gallry view count icon,xpath,"//div[@class='tile-panel tileWrapper galleryMode slick-slide slick-current slick-active']//div[@class='view-container']/span[@class='icon-views']"
mx_vns,All,Label,srp_lblAdModel,the model of ad,xpath,"//div[contains(@class,'tileImgWrapper LandscapeMode')]"
mx_vns,portrait,Label,srp_lblL2CategoryMotos,the L2 category of Motos,xpath,"//div[@class='category-name']//a[contains(text(),'Motos')]"
mx_vns,all,Link,lnkGoogleRedirectCont,continue open link on google to SEO page, xpath,"//a[contains(@href,'https')]"
mx_vns,All,Label,srp_lblOldSRPLabel,the label for old SRP,xpath,"//button[@class='createAlertButton bottom']"
mx_vns,All,Label,srp_lblNewSRPLabel,the label for new SRP,xpath,"//form[@id='searchChips' or @id='searchFilter']"
All,All,Label,srp_lblSuggestedAds,the suggested ads under search result,xpath,"//div[@id='suggestedAds']"
mx_vns,All,Label,srp_lblSEOFooterSuggestedLinks,the SuggestedLinks in SEO Footer,xpath,"//div[text()='Sugeridos']"
mx_vns,All,Label,srp_lblSEOFooterSuggestedLinksContent,the SuggestedLinks in SEO Footer,xpath,"//div[text()='Sugeridos']/..//a[contains(text(),'Casas en renta en Leon')]"
mx_vns,All,Label,srp_lblSEOFooterRelatedSearches,the Related searches in SEO Footer,xpath,"//div[text()='Relacionados']"
mx_vns,All,Label,srp_lblSEOFooterRelatedSearchesContent,the related searches in SEO Footer,xpath,"//div[text()='Relacionados']/..//a[contains(text(),'popularword016')]"
All,All,Label,srp_lblSuggestedAdsTitle,the suggested ads under search result,xpath,"//div[@id='suggestedAds']//span[@class='suggested-ads-title']"
mx_vns,All,Button,srp_btnLogin,login button in srp page,xpath,"//div[@id='js-profile-dropdown']//div[@class='login-button btn-wrapper']//span[@class='sudolink']"
mx_vns,All,Link,srp_lnkSeoLocBaja,baja california location in seo footer,xpath,"//a[contains(text(),'Baja California Sur')]"
mx_vns,All,Link,srp_lnkSeoLocComondu,Comondú location in seo footer,xpath,"//a[contains(text(),'Comondú')]"
mx_vns,All,Link,srp_lnkSeoPopularword001,popular keyword popularword001 in seo footer,xpath,"//a[contains(text(),'popularword001')]"
mx_vns,All,Link,srp_lnkSeoPopular1179801,popular keyword popular1179801 in seo footer,xpath,"//a[contains(text(),'popular1179801')]"
mx_vns,All,Link,srp_lnkSeoPopularBodegas01,popular keyword popularBodegas01 in seo footer,xpath,"//a[contains(text(),'popularBodegas01')]"
All,All,Button,srp_txfHouseFooterDescription,view more of description,xpath,"//div[@class='content-block-content']//span[1]/*[1]"
All,All,Button,srp_btnViewMoreFooterDescription,view more of description,xpath,"//div[@class='content-block-border']//div[@class='content-block-view-more']//span[@class='view-more']"
All,All,TextField,srp_txfExtraFooterDescription,textfield of description,xpath,"//div[@class='content-block-border']//div[@class='content-block-content full-expanded']"
All,All,Button,srp_btnViewLessFooterDescription,view less of description,xpath,"//div[@class='content-block-border']//div[@class='content-block-view-more']//span[@class='view-less']"
All,landscape,Button,srp_btnPage2,go to page 2,xpath,"//div[@class='desktop-pagination']//span//a[@class='pag-box']"
All,portrait,Button,srp_btnPage2,go to page 2,xpath,"//div[@class='mobile-pagination']//span//a[@class='pag-box']"
All,All,TextField,srp_txfSearchAdTitle,search ad title text,xpath,"//div[contains(@class,'tileV2')][1]//div[@class='tile-desc one-liner']"
All,All,Link,srp_lnkAdPortraitMode,ad link in portrait mode,xpath,"//div[@class='controls portraitMode']/../..//div[@class='tile-desc']"
All,All,Link,srp_lnkAdLandscapeMode,ad link in landscape mode,xpath,"//div[contains(@class,'tileV2')][1]//div[@class='tile-desc one-liner']/a"
All,All,Link,srp_lnkHeroImage,hero image of development moudule,xpath,"//span[@class='layer-filter']"
mx_vns,All,TextField,srp_txfCarText,car text in category dropdown list,xpath,"//a[@title='Vehículos']"
mx_vns,All,TextField,srp_txfHouseText,house text in category dropdown list,xpath,"//a[@title='Bienes raíces']"
mx_vns,All,TextField,srp_txfJobText,house text in category dropdown list,xpath,"//a[@title='Empleos']"
mx_vns,All,Link,srp_lnkCoyoacan,leaf location link,xpath,"//div[@class='quick-link-item']/a[contains(text(),'Coyoacán')]"
All,All,Label,srp_lblNewFilter,New filter on SRP for desktop,xpath,"//div[@id='filterContainer']"
All,All,Label,srp_lblNewFilterTab,New filter tab on SRP for desktop,xpath,"//ul[@class='etabs']"
All,All,Label,srp_lblNewFilterLocation,New filter location on SRP for desktop,xpath,"//span[@class='location-icon icon-location-big']"
All,All,Label,srp_lblStickyFilters,the Sticky New filters on SRP,xpath,"//div[@class='filterContainer stick']"
All,All,Label,srp_lblStickyFilters_mobile,the Sticky mobile filters on SRP,xpath,"//div[@class='chip-sticky']"
All,All,Label,srp_lblFilterAttribute,the filter attribute,xpath,"//div[@id='filter-attribute']"
All,All,Label,srp_lblCategory,the category list on Sticky New filters on SRP,xpath,"//div[@id='filter-attribute']//li[contains(@class,'tab preSelected')]/a[@href='#category']//div[@class='filter-label']"
All,All,Label,srp_lblCategoryValue,the category list on Sticky New filters on SRP,xpath,"//div[@id='filter-attribute']//li[contains(@class,'tab preSelected')]/a[@href='#category']//div[@class='filter-value']"
All,All,Button,srp_btnCategoryListDown,the icon down button for category list,xpath,"//div[@id='filter-attribute']//a[@href='#category']/span[@class='icon-down']"
All,All,Button,srp_btnCategoryDropdown,the drop down list for category list,xpath,"//div[@id='searchFiltersCategoryDropdownV2']"
All,All,Label,srp_lblAttributeOne,the first attribute label on the new filters,xpath,"//div[@id='filter-attribute']//li[contains(@class,'tab tab-regular')]/a[@href='#tab0']//span[@class='filter-label']"
All,All,Button,srp_btnFilterOneElement,the first attribute fileter element button,xpath,"(//div[@id='filter-attribute']//li[contains(@class,'tab tab-regular')])[1]"
All,All,Label,srp_lblAttributeValueOne,the first attribute selected value on the new filters,xpath,"//div[@id='filter-attribute']//li[contains(@class,'tab tab-regular')]/a[@href='#tab0']//span[@class='filter-value']"
All,All,Button,srp_btnFilterOneIconDown,the first attribute fileter icon down button,xpath,"//div[@id='filter-attribute']//li[contains(@class,'tab tab-regular')]/a[@href='#tab0']/span[@class='icon-down']"
All,All,Label,srp_lblMakeModel,the Make model filter label on the new filters,xpath,"//div[@id='filter-attribute']//li[contains(@class,'tab tab-regular')]/a[@href='#tab1']//span[@class='filter-label']/text()='Marca-de-auto-y-modelo'"
All,All,Label,srp_lblAttributeTwo,the 2nd attribute filter label on the new filters,xpath,"//div[@id='filter-attribute']//li[contains(@class,'tab tab-regular')]/a[@href='#tab1']//span[@class='filter-label']"
All,All,Label,srp_lblAttributeValueTwo,the 2nd attribute filter value on the new filters,xpath,"//div[@id='filter-attribute']//li[contains(@class,'tab tab-regular')]/a[@href='#tab1']//span[@class='filter-value']"
All,All,TextField,srp_txfCarMake,the car brand in the new filters,xpath,"//select[@name='attr.AlmVehicleBrand']"
All,All,TextField,srp_txfCarModel,the car Model in the new filters,xpath,"//select[@name='attr.AlmVehicleModel']"
All,All,Label,srp_lblMakeModelSubmit,the submit button for Make model filter on the new filters,xpath,"//div[@id='filter-attribute']//div[@id='tab1']//span[@class='filterButton']/input[@value='Actualizar']"
All,All,Button,srp_btnFilterTwoIconDown,the second attribute fileter icon down button,xpath,"//div[@id='filter-attribute']//li[contains(@class,'tab tab-regular')]/a[@href='#tab1']/span[@class='icon-down']"
All,All,Label,srp_lblCarBodyTypeViewMore,the view more of CarBodyType filter on the new filters,xpath,"//div[@id='tab2']//div[@class='view-more-filter']"
All,All,Label,srp_lblAttributeThree,the 3nd filter label on the new filters,xpath,"//div[@id='filter-attribute']//li[contains(@class,'tab tab-regular')]/a[@href='#tab2']//span[@class='filter-label']"
All,All,Label,srp_lblAttributeValueThree,the 3nd filter selected value on the new filters,xpath,"//div[@id='filter-attribute']//li[contains(@class,'tab tab-regular')]/a[@href='#tab2']//span[@class='filter-value']"
All,All,Button,srp_btnFilterThridIconDown,the third attribute fileter icon down button,xpath,"//div[@id='filter-attribute']//li[contains(@class,'tab tab-regular')]/a[@href='#tab2']/span[@class='icon-down']"
All,All,Label,srp_lblAttributeBedroom5,the 5 bedrooms attribute value on the new filters,xpath,"//input[@name='attr.NumberBedrooms' and @value='5']/../span[@class='allowedValue']"
All,All,Label,srp_lblAttributeFour,the 4th attribute filter label on the new filters,xpath,"//div[@id='filter-attribute']//li[contains(@class,'tab tab-regular')]/a[@href='#tab3']//span[@class='filter-label']"
All,All,Label,srp_lblPrice,the price attribute filter label on the new filters,xpath,"//div[@id='filter-attribute']//a[@href='#price']//span[@class='filter-label']"
All,All,Label,srp_lblPriceIconDown,the price icon down filter label on the new filters,xpath,"//div[@id='filter-attribute']//a[@href='#price']//span[@class='icon-down']"
All,All,Button,srp_btnFilterFourthIconDown,the fourth attribute fileter icon down button,xpath,"//div[@id='filter-attribute']//li[contains(@class,'tab tab-regular')]/a[@href='#tab3']/span[@class='icon-down']"
All,All,Label,srp_lblMoreFilters,the More filters label on the new filters,xpath,"//div[@id='filter-attribute']//li[contains(@class,'tab tab-regular')]/a[@href='#moreFilters']//span[@class='filter-label']"
All,All,Button,srp_btnMoreFilterIconDown,the more attribute fileter icon down button,xpath,"//div[@id='filter-attribute']//li[contains(@class,'tab tab-regular')]/a[@href='#moreFilters']//span[@class='icon-down']"
All,All,Label,srp_lblAttributeGas,the gas attribute value on the new filters of moto,xpath,"//input[@name='multi$attr.AlmCarFuelType' and @value='gas']/../span[@class='allowedValue']"
All,All,Label,srp_lblAttributeClearGas,clear selected gas attribute value on the new filters of moto,xpath,"//input[@name='multi$attr.AlmCarFuelType' and @value='gas']/..//span[@class='delete']"
All,All,Label,srp_lblAttributeGarage1,the 2 parking spaces attribute value on the new filters,xpath,"(//input[@name='attr.Parking']/../span/span[@class='attributeValue'])[1]"
All,All,Label,srp_lblTransmissionAutoSelected,the selected Automatic Transmission attribute value on the new filters,xpath,"//input[@name='multi$attr.CarTransmission' and @value='2']/../span[@class='allowedValue innerText']"
All,All,Label,srp_lblTransmissionAutoDeleteX,the delete x button for Automatic Transmission attribute value on the new filters,xpath,"//input[@name='multi$attr.CarTransmission' and @value='2']/../span[@class='delete']"
All,All,Label,srp_lblSortBy,the Sort By list on New filters on SRP,xpath,"//div[@id='filter-attribute']//li[contains(@class,'tab preSelected')]/a[@href='#sort']//span[@class='filter-label']"
All,All,Button,srp_btnSortByListDown,the icon down button for Sort By,xpath,"//div[@id='filter-attribute']//li[contains(@class,'tab preSelected')]/a[@href='#sort']//span[@class='icon-down']"
All,All,Label,srp_lblSortByDefaultValue,the default value of Sort By list on Sticky New filters on SRP,xpath,"//div[@id='filter-attribute']//li[contains(@class,'tab preSelected')]/a[@href='#sort']//span[@class='filter-value']"
All,All,Label,srp_lblSortBySelectedValue,the selected value of Sort By list on Sticky New filters on SRP,xpath,"//input[@name='sort']/../span[@class='allowedValue innerText']/span[@class='attributeValue']"
All,All,Button,srp_btnSortByPriceDesc,the Price desc of Sort By list on Sticky New filters on SRP,xpath,"//div[@class='inputWrapper fieldContain']/div[@class='labelWrapper']//input[@value='pr-desc']/../span[@class='allowedValue']"
All,All,Button,srp_btnSortByPriceAsc,the Price asc of Sort By list on Sticky New filters on SRP,xpath,"//div[@class='inputWrapper fieldContain']/div[@class='labelWrapper']//input[@value='pr-asc']/../span[@class='allowedValue']"
All,All,Label,srp_lblApartmentHistogramsCount,the Tipo apartment Histograms count,xpath,"(//input[@value='apartment']/following-sibling::span[@class='count'])[1]"
All,All,Label,srp_lblCasaHistogramsCount,the Tipo Casa Histograms count,xpath,"(//input[@value='house']/following-sibling::span[@class='count'])[1]"
All,All,Label,srp_lblDesarrolloHistogramsCount,the Tipo Desarrollo Histograms count,xpath,"(//input[@value='development']/following-sibling::span[@class='count'])[1]"
All,All,Label,srp_lblBedroomHistogramsCount,the Bedroom Histograms count,xpath,"(//input[@name='attr.NumberBedrooms']/following-sibling::span[@class='count'])[1]"
All,All,Label,srp_lblBathroomHistgramsCount,the bathroom Histograms count,xpath,"(//input[@name='attr.NumberBathrooms']/following-sibling::span[@class='count'])[1]"
All,All,Label,srp_lblParkingHistogramsCount,the Parking Histograms count,xpath,"(//input[@name='attr.Parking']/following-sibling::span[@class='count'])[1]"
All,All,Label,srp_lblCategoryHistogramsCount,the leaf category dispaly Histograms count,xpath,"//div[@class='searchFilters-categories-container']//div[@class='cat-l1-elements parentSelected']//span[@class='cat-count']"
All,All,Label,srp_lblCategorySelf,the leaf category dispaly Histograms count,xpath,"//div[@class='searchFilters-categories-container']//div[@class='cat-l1-elements parentSelected']"
All,All,Label,srp_lblCategoryWholeValue,the category list tree,xpath,"//div[@id='filter-attribute']//div[@id='category']"
